,quote,fake
15852,"""at texas a&m university, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.""",1
15853,"that had e-verify been in place in florida when 9/11 terrorists lived here, ""we might have saved the lives of 3,000 americans.""",0
15855,"""we don't have bridges being built"" in the united states.",0
15858,"potential gop u.s. senate candidate tommy thompson supported ""obamacare""",1
15859,"there’s not ""much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.""",0
15862,"""since june 2009, about 48 percent of all the jobs created in america were in texas.""",1
15863,"""under randi shade,"" austin has ""had the highest cost of living of any large texas city.""",1
15865,"rick perry of texas was ""the governor who relied most on stimulus funds to close his state’s budget deficit in 2010.""",1
15866,"in the republican presidential debate in new hampshire, none of the candidates mentioned the ""middle class"" or ""education.""",0
15867,wisconsin law says all recall petition signers must sign in the presence of another person.,1
15869,"""if they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.""",1
15870,"that sen. sherrod brown is ""out there egging on a lot of these protesters who are spitting on policemen and going to the bathroom on policemen’s cars at these protests on wall street and other places.""",1
15871,"""51 percent of federal tax filers paid zero federal income tax.""",0
15872,"president barack obama promised he would cut the deficit in half, but instead will at least double it.",1
15873,"phil puckett ""voted no on sending the epa a message that they’ve gone too far not once, but twice.""",1
15874,"""vern buchanan. his old business was caught illegally funneling over $60,000 in campaign donations to buchanan to influence his election.""",0
15875,"vern buchanan ""has been completely exonerated"" in a federal election commission action.",1
15877,"""the health insurance plan that (members of congress) have is no different than any other federal employee's in the united states government.""",0
15878,"in afghanistan, ""it is very, very rare that someone who is killed in action is not killed by an"" improvised explosive device, or ied.",1
15879,"""we've had 11,000 attempts to amend the constitution since 1789.""",0
15881,"every 1 percent increase in the number of ohioans with bachelor’s degrees ""means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.""",0
15883,"""currently, there is no one from south austin on the (austin city) council!""",0
15884,"""state employees are actually going to get a pay raise.""",1
15885,"""one of three patients hospitalized (is) harmed by the care they receive.""",0
15886,"""55 percent of the people who cast a provisional ballot (in florida) in the last presidential election -- their vote did not count.""",0
15887,"it probably costs more than $300,000 to run for a seat on the pedernales electric cooperative board of directors.",1
15888,"that while his plan would narrow the time for early voting, ""it still will be one of the most aggressive early voting time frames in america.""",1
15890,"one wisconsin school district ""is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time.""",1
15892,"new jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",1
15894,"""the average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.""",0
15895,"an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for american service members.""",0
15897,on disaster aid offsets,1
15898,"president barack obama ""has virtually no one in his cabinet with private-sector experience.""",1
15899,"that three of these five republicans -- ben westlund, rob patridge, max williams, lane shetterly, lynn lundquist -- later became democrats.",0
15900,"""ten years ago the austin water utility used a total of 240.3 million gallons. every summer since then our peak day of water use has been lower.""",1
15901,the vaccine to prevent hpv can cause mental retardation.,1
15902,"""two-thirds of granite staters oppose the tea party"" and its agenda on labor unions.",1
15903,"cnn's wolf blitzer was wrong to say that ""the wealthiest americans, they pay the most in taxes already -- 50 percent of americans don't even pay any federal income tax.""",1
15904,"""i asked the unions to pay into their own health care insurance ... and they said i was being unreasonable. i requested that they contribute toward their own pensions ... and they screamed it was unfair.""",0
15905,"""as governor, [mitt romney] balanced the budget without raising taxes and created jobs.""",1
15907,"gov rick scott ""is trying to get a waiver under the federal health care law that would deny consumers in florida the right to the $60 million in rebates they have from their own hmos.""",1
15908,"""we spend less on defense today as % of gdp than at any time since pearl harbor.""",0
15909,"""rooting for the red sox is like rooting for the drug companies.""",1
15910,"democrats in the legislature in 2009 voted for various ""pork projects"" including ""a $5 million scoreboard for the milwaukee bucks.""",0
15911,"""the estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the bush-era tax cuts for another decade.""",1
15912,"direct shipment of wine ""makes underage drinking as simple as a mouse click.""",1
15914,"rick perry ""has advocated abandoning social security, scuttling medicaid and ending the federal income tax.""",1
15915,"""as we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used new jersey driver’s licenses to board those aircraft.""",0
15916,"the central falls fire department is ""one of the lowest, if not the lowest, paid fire departments in the state and entire region.""",1
15917,"his hometown of paint creek, texas, ""doesn’t even have a zip code.""",0
15918,"""the studies have shown us that [drug testing for welfare recipients] will be saving us money""",0
15919,"""providence is one of the busiest fire departments for its relative size in the country.""",1
15920,"every 10th dollar spent by the social security administration on its program for the poor is ""waste, or fraud, they can’t validate that the people should have gotten it,"" totaling about $8 billion a year.",0
15921,"multnomah county’s food action plan ""clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.""",1
15922,"""seventy of ohio's 88 counties now have more than 25 percent of their residents eligible for emergency food.""",1
15924,"the u.s. is spending ""one out of every six defense department dollars on afghanistan.""",0
15925,president barack obama thinks americans are lazy.,1
15926,"solyndra ""had robots that whistled disney songs. i'm not kidding.""",0
15927,"the loan guarantee program that helped solyndra ""was a program that was supported by president bush.""",0
15928,"23 percent of ninth graders in newark will graduate with a high school diploma in four years and ""we spend $100,000 on their education in those four years, more than is spent on any other set of students in the united states.""",1
15929,"""one-third of our college grads leave ohio within three years.""",1
15931,"the united states' regulations ""are among the most difficult in the world.""",1
15932,"rick perry wrote a letter ""supporting hillarycare.""",1
15933,texas’ unemployment rate has doubled on rick perry’s watch.,1
15934,that romney touted the massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,1
15935,"he ""got lobbied"" by a woman with late-stage cancer about vaccinating texas girls against a virus that can cause cervical cancer.",1
15936,"he never said he wanted to move social security ""back to the states.""",1
15937,"""president obama has the lowest public approval ratings of any president in modern times.""",1
15940,"rep. paul ryan’s medicare plan ""lines the pockets of the private insurance companies,"" increases costs for seniors and does not reduce the deficit.",1
15942,on redistricting.,0
15943,"under president barack obama’s jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",1
15944,"hurricane ""irene was the second-largest storm to hit north america in terms of power outages -- and the first hurricane to make landfall in new jersey since 1904.""",0
15945,"the jobs bill includes ""president obama's tax on soup kitchens""",0
15946,"under president barack obama’s jobs bill, ""you can sue if you are unemployed and don't get the job and think you weren't hired because you are unemployed.""",1
15947,"""$360 million of our tax dollars went straight to ... the taliban.""",1
15948,"""the majority last quarter of sherrod brown's campaign contributions came from outside of the state of ohio.""",1
15949,"""160,000 kids stay home every day because they are afraid to go to school because of bullying.""",0
15951,"the u.s. military ""is in 130 countries. we have 900 bases around the world.""",1
15952,"""170,000 of the jobs"" created in texas under gov rick perry ""were government jobs.""",0
15953,"""rick perry doubled spending in a decade.""",1
15954,"mitt romney ""drove to canada with the family dog seamus strapped to the roof of the car.""",0
15955,"""in terms of the wealthiest americans, we're at the lowest tax rate since the 1950s.""",1
15956,"president barack obama’s debt commission recommended converting medicare ""to a system where medicare participants are given a voucher to purchase insurance in the private market.""",1
15957,the panhandle has had its highest-ever bed tax collections in 2011.,0
15958,u.s. rep. tammy baldwin is backing president barack obama’s plan to pass a $1.5 trillion tax increase.,0
15959,credit rating agencies realize that our instability stems in large part from oregon’s kicker system.,1
15961,"toledo mayor ""mike bell (once) lost his job as a firefighter because his city ran out of money.""",1
15962,"""the federal government has not engaged in (border security) at all.""",1
15963,"""the job [of correctional officer] lowers your life expectancy . . . metropolitan did a study in, i believe it was 1998, and the life expectancy was 58.""",0
15966,"""(president barack obama gave) half a billion in taxpayer money to help his friends at solyndra, a business the white house knew was on the path to bankruptcy.""",1
15967,"""torture is illegal by our laws. it's illegal by international laws.""",0
15968,"gov scott walker received a $7,300 pay raise.",0
15969,on whether the federal debt limit should be raised,1
15970,"""there are legitimate and widespread anomalies, and widespread questions about the conduct of (the wisconsin supreme court) election, most visibly in waukesha county, but also in counties around the state.""",0
15971,"""texans spend $2.5 billion gambling in our neighboring states every year.""",1
15972,"the bush tax cuts ""helped to create a substantial part of the deficit.""",0
15973,"""a $250 fine if you're caught with a plastic bag coming out of a store. plastic bag police anyone?""",1
15974,"""we have now more border patrol officers … than we’ve had at any time in our history.""",0
15975,stories about his birth certificate drowned out media coverage of the republican and white house budget plans the week of april 11.,1
15976,"rick perry and the republican-controlled texas legislature ""managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session,"" reducing their abilities to fight recent wildfires.",1
15977,"""gov kasich and the republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.""",1
15978,the premiums on medicare’s prescription drug program have fallen almost every year since it began.,1
15980,"""we know that president obama stole over $500 billion out of medicare to switch it over to obamacare.""",0
15981,"""two million federal workers negotiate zippo, zero. there is no collective bargaining for federal employees.""",1
15982,"wrote that in 2006, nancy pelosi said she didn’t think capturing osama bin laden ""makes us any safer,"" but in 2011 called his killing ""historic.""",0
15983,"there is ""a situation in this country where you're nearing 50 percent of people who don't even pay income taxes.""",0
15984,"""gov (scott) walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.""",1
15986,close to 90 percent of the population growth in texas over the last decade was non-anglo.,1
15987,"milwaukee county spent over $170,000 in salaries in 2010 for employees to ""participate in union activities such as collective bargaining.""",0
15988,"""[a]n extra 8 million americans [are] projected to join state medicaid programs in the next few years.""",1
15991,"suzanne bonamici ""supports the $500 billion cut to medicare passed last year.""",0
15993,"under a wisconsin bill, ""minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses.""",0
15994,georgia has had ʺmore bank failures than any other state.ʺ,1
15995,"""we cut a record $15 billion from our state budget.""",1
15996,"""more than half of the people on food stamps today are children.""",0
15998,"the treasury department ""says 41 percent of all business income reported on individual returns would be hit by the [millionaires’] surtax"" that ""would harm small businessmen and women, the very people we are counting on to create new jobs.""",1
15999,"miami-dade mayoral candidate julio robaina ""has the highest salary among florida mayors. more than $260,000.""",1
16002,"when mitt romney was governor, massachusetts ranked 47th out of 50 states in job creation.",1
16003,on subsidies for ethanol production.,1
16004,"""we're bankrupt.""",0
16005,"rick perry ""provided in-state tuition... for illegal immigrants.""",1
16007,"the united states has the highest incarceration rate in the world with 2.3 million inmates, and the majority of americans are imprisoned because they sold small amounts of drugs.",0
16009,"""i'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.""",1
16010,"from 2008 to 2011, ""the pages in the conforming bills have gone from 400 pages to 2,200.""",0
16011,the study that states that more than 70 percent of the traffic on the sellwood bridge is to/from clackamas county has been thoroughly debunked by the oregonian.,1
16012,"benzene has ""never been proven to be harmful.""",1
16014,"""90 percent of babies with down syndrome are aborted.""",0
16015,"president obama was ""raised muslim.""",1
16016,"president barack obama ""took exactly none of his own deficit reduction commission’s ideas. not one.""",1
16017,"""we have created more jobs in this last year than the bush administration (did) in eight years.""",0
16018,"after the u.s.-led military alliance ejected saddam hussein’s forces from kuwait in 1991, the kuwaitis ""never paid us.""",1
16019,"on the night of the iowa caucuses, obama ""promised the nation that he would do health care reform focused on cost containment, he opposed an individual mandate, and he said he was going to do it with republicans.""",0
16020,"""we have the highest corporate income tax in the world right now.""",0
16021,"people in africa ""literally walk two and three hundred miles"" in order to vote.",1
16022,"""i’ve been through four campaigns and have not done any negative campaigning.""",0
16023,"""nearly 2,000 high schools - roughly 12 percent of all secondary schools in the united states - produce about half of the nation’s dropouts.""",0
16024,one of austin city council member randi shade’s biggest contributors is the lobbyist for the formula 1 racetrack planned outside austin.,1
16025,"house republican plan would increase costs for oregon seniors by $6,000 with health care vouchers instead of medicare",0
16026,"""two thirds of the people in wisconsin strongly disagree with this idea of permanently taking away people’s rights to collective bargaining.""",1
16027,"""most of the state budget isn't for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.""",0
16028,"a republican-drawn map of proposed u.s. house districts for texas ""gerrymanders more than nine million latinos in texas to make sure that we have no more electoral opportunity than we did in 1991.""",0
16029,"""as the democrats finally maxed out their government spending credit card monday, kurt schrader continued to stand with his party leaders in failing to offer any viable long-term solution.""",1
16030,"the aclu didn't call for an investigation (of the newark police department), they called for an immediate federal monitor.",1
16031,"""almost 10 percent of canadians came to visit florida last year ... (canadians) buy 7.4 percent of our homes in the state.""",1
16032,the hospital listed on barack obama’s just-publicized long-form birth certificate denies the president was born there.,1
16033,"""cnn did a poll recently where obama and i are statistically tied.""",1
16034,"""many states"" are floundering under crushing deficit spending.",0
16035,"paul ryan ""voted for two wars that were unpaid for, voted for the bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasn't paid for.""",1
16036,"""the georgia lottery corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the hope scholarship.""",1
16037,"""as far as standing committees, we have 10 fewer standing committees. so we’ve saved the state about a quarter-of-a-million dollars through the reduction of the standing committees.""",0
16038,"in early voting in miami-dade county, ""there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.""",1
16039,"""mickey mouse was registered to vote (in florida).""",1
16040,"""in senate bill 5, there is this new method of evaluating teachers. … you’re also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.""",0
16041,"""each day our nation pays communist china $73.9 million in interest on our debt.""",0
16042,"""large majorities"" of the public ""oppose major changes to medicare"" and favor higher taxes on the wealthy.",0
16043,"""wisconsin is broke,"" and ""state government is $3 billion in debt.""",1
16044,"mitt romney wrote that if social security was done ""in the private sector, it would be called criminal.""",1
16046,"""in 1976, the first year that pell grants were fully funded, a full pell grant paid 72 percent of the cost of attendance at a typical four-year public college. today, a full pell grant covers just 34 percent of those costs.",0
16048,"""we went from a $5.6 trillion surplus that george bush inherited to over ... $11-plus trillion debt when george bush left office.""",1
16049,"wisconsin’s technical college graduates ""have a higher employment rate and starting salaries"" than four-year college graduates nationwide.",1
16050,the city’s 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,0
16052,"according to crime statistics, ""riding marta has been becoming more and more safe over the years.""",1
16053,"""a [bank] surveillance camera capturing a criminal’s face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.""",0
16054,"the federal debt is more than $14 trillion, ""almost equal to the size of our entire economy,"" and ""every child born today inherits a $45,000 share of the national debt before they take their first breath.""",1
16057,"""america owns 3 percent of the world’s oil but consumes 25 percent of its global reserves.""",0
16059,he did not support the october 2008 legislation to rescue wall street firms.,0
16060,"""[the state ethics commission] took absolutely the same percent of cuts as most other state agencies. … they were somewhere in the 7 percent range – same as the governor’s office.""",0
16062,more private-sector jobs were created in the second year of the obama administration than in the eight years of the bush administration.,1
16063,"""we do about 300 investigations a year into housing discrimination and in recent years have put about $150,000 of damages into the pockets of individuals who have been treated unfairly.""",1
16064,"""[eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.""",0
16065,"""poverty among americans 65 and over is statistically unchanged"" in recent years because of social security.",1
16067,"medicare ""only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.""",1
16068,"""look at the debt that has been accumulated in the last two years. it's more debt under this president than all those other presidents combined.""",1
16069,"that politifact ohio confirms that betty sutton ""maxed out federal debt""",1
16070,"house republicans required the use of styrofoam cups in house cafeterias that are ""part of koch industries.""",1
16071,"the medicare proposal by rep. paul ryan, r-wis., would ""allow insurance companies to deny you coverage and drop you for pre-existing conditions.""",0
16072,"""annual water usage in 2010 was actually down more than 18 percent from usage in 2006.""",0
16073,"""iraq has the second-largest oilfields in the world (behind) saudi arabia.""",1
16074,"""every person on death row was a foster kid.""",1
16075,protesters at the wisconsin state capitol on the night the state senate passed collective bargaining changes damaged the windshield of his car.,0
16076,"""foreign companies in the united states have a significantly higher unionization rate than other companies overall.""",0
16078,"""over the last 10 years, georgia's public health has declined.""",0
16079,"""the state of georgia is near the bottom among states for sat scores and graduation rates.""",0
16080,"tim pawlenty said in 2006, ""the era of small government is over... the government has to be more proactive and more aggressive.""",1
16081,"""the u.s. won't default, because default means that you don't pay your creditors. and it takes about 10 percent of the money that's coming in right now"" to pay interest to bondholders.",0
16082,"""active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts.""",0
16083,he has exposed plans by wisconsin gov scott walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,1
16084,"rep. paul ryan's budget proposal cuts ""nothing"" from medicare, social security or defense in the next two to three years, and ""in three years, he does not cut one dime from the debt.""",0
16085,"""the federal government borrows $4 billion every day.""",0
16086,salaries and benefits for wisconsin state employee comprised 8.5 percent of the 2009-2011 state budget.,1
16087,"""gov (rick) perry helped balance his budget with about $6 billion worth of federal help, which he happily took, and then started blaming the members of congress who had offered that help.""",0
16090,china holds 26 percent of the u.s. debt.,1
16091,"""right now we are spending at an all-time high, close to 25 percent of our gdp [is] being spent on the federal government. but our revenues are at an almost all-time low of about 15 percent [of gdp].""",0
16092,"the house passed ""cut, cap and balance"" with ""bipartisan support.""",1
16093,"""president reagan did it (raised the debt ceiling) 18 times.  george w. bush did it seven times.""",0
16094,"state sen. randy hopper, r-fond du lac, unlike typical taxpayers, ""didn’t pay taxes""",1
16095,"""if you're from guatemala and you are found illegally in mexico, you are automatically jailed.""",1
16096,"unemployment in trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime.""",1
16097,"""when the republicans were in charge, they actually expanded government health care with the prescription drug program.""",0
16098,"""most countries have no debt ceiling.""",0
16100,"the 2011-13 state budget ""cuts overall funding for public schools by $1.6 billion""",1
16103,"the atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",1
16104,"""betty sutton and her fellow democrats went on a spending spree and now their credit card is maxed out.""",1
16105,"""in the late 1980s, the u.s. was nearly the lowest-taxed nation in the world, and a quarter century later we're nearly the highest.""",1
16107,"""if you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.""",0
16108,"""obesity kills 34 children per hour.""",1
16109,"""most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.""",1
16110,he couldn't keep a 42-inch redfish he caught because of fishing rules.,0
16111,"wisconsin state sen. randy hopper, r-fond du lac, has already been recalled.",1
16113,state rep. fred clark (d-baraboo) ran a red light and seriously injured a bicyclist.,0
16114,"""the average 401(k) in america of a person who's 60 years old is under $100,000.""",0
16116,members of the military have sent him more campaign contributions than they’ve sent president barack obama and more than twice what they’ve sent other republican presidential candidates.,0
16117,"ronald reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the united states to be impaired in any kind of way.""",0
16118,"""obama-nelson economic record: job creation ... at slowest post-recession rate since great depression.""",0
16120,"""there's a 1.5 percent to 2 percent overhead in medicare. the insurance companies have a 20 percent to 30 percent overhead.""",0
16121,the obama administration has fulfilled all of texas’ requests for fire management assisting grants.,0
16122,"""we are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.""",0
16125,"that in the last five years, texas ""created more jobs than all other states combined.""",1
16126,"members of congress ""receive full pay retirement after serving one term.""",1
16127,"under gov bob mcdonnell, more jobs have been lost than created in southside and southwest virginia.",1
16128,"rick perry is ""the guy that tracked"" down democratic legislators who fled texas in 2003.",0
16131,on whether judges should be allowed to place children with gay couples who wish to adopt.,0
16132,"""a clause hidden in the obamacare bill, which is now law, gives obama the right to form a private army.""",1
16133,"""in the legislature, (mary nolan) has been a party-line democrat, showing a 100% track record in harmony with the american civil liberties union.""",0
16134,"wisconsin senate recall candidate jessica king ""voted to increase her pay with taxpayer dollars by 63 percent.""",1
16135,"""federal law requires that hospitals treat people whether or not they can pay. so someone (who) doesn’t have health insurance --  they can go to the hospital and get free care.""",1
16136,"""there’s pretty much no question that [the curfew ordinances] aren’t effective in either reducing crime or preventing harm to young people.""",0
16137,"""the only growth sector that we’ve had in the last two years in america is government growth.""",1
16139,"that u.s. rep. allen west is ""a constituent of mine.""",0
16141,"""for every one esd superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.""",1
16142,"""libya supplies the oil for china. we get no oil from libya.""",1
16143,"""we have a guy who is going to be speaker of the house in four years, and his name has been on the ballot one time.""",1
16144,"the newly proposed house republican budget ""abolishes medicare within 10 years.""",1
16146,"tim kaine proposed ""over $6 billion in tax increases from the time he entered the governor’s mansion until the time he left.""",1
16148,"multnomah county has faced ""11 straight years"" of cuts",1
16149,gov rick scott's approval ratings are up.,1
16150,"""medicare passed with virtually no republican support.""",1
16151,"""over the past decade, the big five oil companies --- bp, chevron, conocophillips, exxonmobil and shell -- made a total profit of nearly $1 trillion.""",0
16152,"""many states without collective bargaining, such as arizona, nevada and north carolina, have far larger budget deficits than many that do, including ohio.""",0
16153,"""an average of $4 billion is added to the national debt"" every day.",0
16155,"austin’s pease elementary ""is a school that was created as part of the texas constitution.""",1
16156,"﻿says joanne kloppenburg’s side had a ""3-to-1 money advantage"" in the wisconsin supreme court campaign.",1
16157,"proposed fees for rhode island beaches will still be ""less than some of the town beaches.""",0
16158,"""when i took office last year we faced historic budget deficits of $6 billion here in virginia.  and we closed those deficits by cutting spending.""",1
16159,"""fifty percent of our students who enter higher education need to take remedial courses because they are not prepared for college-level work.""",1
16160,"undocumented students who qualify for in-state oregon tuition are ""actively working toward u.s. citizenship.""",1
16161,"abortion services are ""well over 90 percent of what planned parenthood does.""",1
16163,"in florida, it’s not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse.",0
16164,on bipartisan redistricting.,0
16165,"george allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the no child left behind act while he was a senator.",1
16166,"""a dwi costs $17,000.""",0
16167,"""the republicans have demanded deep cuts in education. they've demanded cuts in cancer research and other research to find cures and treatments to diseases.""",0
16170,"""for every [coyote] they kill, the population will replace and usually multiply.""",1
16171,"""a report in navy times said that 7.3 percent of army, navy and marines have thought about attempting suicide.""",1
16172,"said planned parenthood’s early objective was to ""help kill black babies before they came into the world.""",0
16173,"""from '05 to '09, we've had 1,100 soldiers commit suicide, one every 36 hours.""",0
16174,"""we’re paying out-of-state residential facilities hundreds of thousands of dollars, if not more,"" to house children in state custody",1
16176,"""we’ve introduced a bill that includes $12 billion in cuts over the next week.""",0
16178,"""across the united states, 25 percent of voting age african americans do not have the photo id that this bill would require.""",0
16181,"the ratio of people working for the government and working in manufacturing today is ""an almost exact reversal of the situation in 1960.""",0
16184,"""congressman eric cantor wants to eliminate social security.""",1
16186,"a republican proposal changes medicare for those under age 55 so that they will  ""participate in the same kind of health plan that members of congress do.""",1
16187,"""foreign aid makes up about 1 percent of our entire budget.""",0
16188,"president obama has ""stopped using the phrase 'war on terror.' """,0
16190,"""politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how i want.""",1
16191,"unions ""take away"" hard-earned money of teachers, firefighters and police officers to play politics.",1
16192,"the federal government borrows ""almost $60 billion per week.""",1
16193,president obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,1
16194,"a cap-and-trade bill would ""destroy over 50,000 jobs in virginia.""",1
16195,"""in 2009, we cut state spending in real terms for the first time in 150 years.""",1
16196,"gov rick scott lost florida 331,247 jobs.",1
16198,"""there used to be 16 workers for every one person on social security. ... now it’s three.""",0
16199,"there was ""some sort of informal commitment to build a (psychiatric) building in downtown cleveland.""",1
16200,supreme court candidate joanne kloppenburg’s record as a state justice department lawyer consists only of the prosecution of cases regarding regulation of docks.,1
16202,"""there has never been a death caused by a [commercial nuclear] reactor in the united states, even when three mile island failed in the 1970s.""",0
16203,"""originally, democrats promised that if you liked your health care plan, you could keep it. one year later we know that you need a waiver to keep your plan.""",1
16204,"""a third of all the young people in america are not in america today because of abortion, because one in three pregnancies end in abortion.""",1
16205,"""before this (federal health care) law was enacted, florida parents ... were able to purchase inexpensive 'child-only' coverage for their children. the law’s 'consumer protections' have now eliminated that choice in florida.""",1
16207,"the patient protection and affordable care act adopted last year contains ""a series of slush funds, set up to stay on the books automatically, with little or no oversight.""",1
16208,"""public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, i think, have overreached and gone too far and tried to destroy the labor movement.""",1
16209,"""ultimately, after an exhaustive investigation,"" the national transportation safety board concluded that a minneapolis bridge collapsed in 2007 ""because of an original design flaw dating back to the 1960s.""",0
16210,new epa water regulations would force the state to make drainage canals every bit as clean as pristine florida river systems.,0
16212,jeff stone = scott walker.,0
16213,"the ""house-passed budget proposal could cut funding for programs that help keep local neighborhoods safe, slash more than $1.7 million in anti-terror funds for ohio.""",0
16214,"georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",1
16215,"""one. that's the number of new drilling permits under the obama administration since they came into office.""",1
16217,"""american troops have never been under the formal control of another nation.""",1
16218,"""we don't need a separate (prescription drug) database ... pharmacies already have a database in place.""",1
16219,"as a prosecutor, wisconsin supreme court justice david prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",1
16220,"""every taxpayer owes about $130,000 to pay off the national debt.""",0
16221,milwaukee county parks director sue black has not received a pay raise in five years.,0
16222,the hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,0
16223,"none of the government programs targeted for elimination or severe cutback in house republican spending plans ""appeared on the gao's list of government programs at high risk of waste, fraud and abuse.""",0
16224,"""oregon is the only state out of the 50 states in the usa that continues to pay 100% of the medical benefits for its employees and their families.""",1
16225,"a lubbock terror suspect’s alleged plan ""to use baby dolls to conceal chemical explosives"" is similar to a 1995 plot ""to blow up 12 jumbo jets over the pacific ocean.""",0
16226,"wisconsin supreme court justice david prosser ""has prejudged matters that are likely to come before the court.""",1
16227,"woonsocket needs a garbage-burning power plant because ""residents are paying through the nose for electricity that’s fueled by foreign oil, at prices that are skyrocketing.""",1
16228,"ending federal funding for national public radio would jeopardize 9,000 jobs.",1
16229,"central health ""is the only hospital district in texas that spends taxpayer dollars on abortions.""",0
16230,"texas routinely gets ""a lot more federal spending"" than it pays in taxes.",0
16231,"""it is a fact that it costs more to run the schools in august.""",1
16232,tim kaine broke a campaign promise not to raise taxes.,1
16233,"""almost 37 percent of the total income from planned parenthood is from abortions.""",1
16234,"$38 billion in spending cuts in federal budget compromise is ""less than $1 billion in real cuts.""",1
16235,"if we had the same staffing ratio (of officers to residents) as seattle, we'd have 300 more officers in our department.""",0
16236,"that in 41 states, government workers ""are better paid than the taxpayers who support them.""",1
16237,"""for every 33 pregnant women that walk into a planned parenthood clinic, 32 receive an abortion.""",1
16238,"under a proposal by rep. paul ryan, people on medicare will only have $15,000 from the federal government to spend on their health care.",1
16239,"""seniors will have to find $12,500 for health care because republicans voted to end medicare.""",1
16241,"""the facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governor's signature on a death warrant to end the case.""",0
16242,"""america's wealthiest 25 percent pay 86 percent of total income taxes. wealthiest 5 percent pay 60 percent of total income taxes.""",0
16245,"""every time we've cut taxes, revenues have gone up, the economy has grown.""",1
16246,"""[appalachian power] wants another 10 percent rate increase. the compensation package for ceo mike morris rose 22 percent to $8.7 million in 2010.""",0
16248,"the fluoride austin is putting in its drinking water is ""toxic waste.""",1
16249,president franklin delano roosevelt sent his advisers to study socialism with soviet dictator josef stalin so the president could replicate it in the united states.,1
16250,"(dennis) richardson wants to make drastic cuts to services we depend on: schools, home care for seniors, even public safety -- all so richardson can keep more than $440 million in unspent funds for his political priorities.""",1
16251,"the republican budget plan ""says that 10 years from now, if you’re a 65-year-old who’s eligible for medicare, you should have to pay nearly $6,400 more than you would today.""",0
16252,"""the top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.""",1
16254,"""hackers broke into virginia's prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.""",0
16255,"milwaukee is ""the most segregated city in america.""",0
16256,"""the costs of cancer and all affiliated issues are over $20 billion a year to this state.""",0
16257,"""if you go strictly by the numbers, crime is down across the board. last year we had a 10 percent decrease in the most serious crimes.""",0
